"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae",5.55685331862316,-1.68272270870211,0.603416262285259,-2.78865985866754,0.00529266197656451,0.0123495446119839
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-10.3250760241202,1.14815049457108,-8.99278977184733,2.41033000485164e-19,1.68723100339615e-18
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae",8644212.84647842,-6.16883775002309,1.2752039889194,-4.83753015488176,1.31462445456438e-06,4.60118559097531e-06
