"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae",5.55685331862316,1.01697992204666,0.341869874817854,2.97475734762678,0.00293220390087417,0.0102627136530596
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae",570313.162118007,-2.36344991393311,0.896937973933508,-2.63502046141299,0.00841322113574093,0.0196308493167288
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae",49433687.5130516,-3.36464194204108,0.965811560901094,-3.48374577221036,0.000494448913376801,0.00346114239363761
