"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae",49433687.5130516,-2.0332833082811,0.803710385403026,-2.52987064147678,0.0114104586575292,0.0399366053013524
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-3.60365670675426,0.547774849453009,-6.57871881184899,4.74519173596876e-11,3.32163421517813e-10
